,start,end,from_cty,to_cty,from_country,from_country_code,to_country,to_country_code,value,source,target,color,label,from_country_latlng,to_country_latlng,from_country_cca3,to_country_cca3
6067,09:00,10:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6068,10:00,11:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,864.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6069,10:00,11:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6070,11:00,12:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,730.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6071,11:00,12:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6072,12:00,13:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,865.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6073,12:00,13:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6074,13:00,14:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,306.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6075,13:00,14:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6076,14:00,15:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,403.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6077,14:00,15:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6078,15:00,16:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,593.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6079,15:00,16:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6080,16:00,17:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,568.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6081,16:00,17:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6082,17:00,18:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,863.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6083,17:00,18:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6084,18:00,19:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,924.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6085,18:00,19:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6086,19:00,20:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,1028.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6087,19:00,20:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6088,20:00,21:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,968.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6089,20:00,21:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6090,21:00,22:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,975.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6091,21:00,22:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6092,22:00,23:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,797.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6093,22:00,23:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6094,23:00,00:00,Slovenia (SI),Italy (IT),Slovenia ,SI,Italy ,IT,423.0,12,11,"rgba(127, 127, 127, 0.8)",,"[46.11666666, 14.81666666]","[42.83333333, 12.83333333]",SVN,ITA
6095,23:00,00:00,Italy (IT),Slovenia (SI),Italy ,IT,Slovenia ,SI,0.0,11,12,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[46.11666666, 14.81666666]",ITA,SVN
6096,00:00,01:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3131.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6097,00:00,01:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6098,01:00,02:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2700.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6099,01:00,02:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6100,02:00,03:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2623.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6101,02:00,03:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6102,03:00,04:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2352.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6103,03:00,04:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6104,04:00,05:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2272.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6105,04:00,05:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6106,05:00,06:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2437.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6107,05:00,06:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6108,06:00,07:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2473.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6109,06:00,07:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6110,07:00,08:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2805.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6111,07:00,08:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6112,08:00,09:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2638.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6113,08:00,09:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6114,09:00,10:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2843.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6115,09:00,10:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6116,10:00,11:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2690.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6117,10:00,11:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6118,11:00,12:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3076.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6119,11:00,12:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6120,12:00,13:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3186.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6121,12:00,13:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6122,13:00,14:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2686.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6123,13:00,14:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6124,14:00,15:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2559.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6125,14:00,15:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6126,15:00,16:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2188.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6127,15:00,16:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6128,16:00,17:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2387.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6129,16:00,17:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6130,17:00,18:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2576.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6131,17:00,18:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6132,18:00,19:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3231.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6133,18:00,19:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6134,19:00,20:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3842.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6135,19:00,20:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6136,20:00,21:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3319.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6137,20:00,21:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6138,21:00,22:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,3061.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6139,21:00,22:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6140,22:00,23:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,2319.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6141,22:00,23:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6142,23:00,00:00,Switzerland (CH),Italy (IT),Switzerland ,CH,Italy ,IT,1772.0,13,11,"rgba(127, 127, 127, 0.8)",,"[47, 8]","[42.83333333, 12.83333333]",CHE,ITA
6143,23:00,00:00,Italy (IT),Switzerland (CH),Italy ,IT,Switzerland ,CH,0.0,11,13,"rgba(127, 127, 127, 0.8)",,"[42.83333333, 12.83333333]","[47, 8]",ITA,CHE
6144,00:00,01:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6145,00:00,01:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,32.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6146,01:00,02:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6147,01:00,02:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,41.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6148,02:00,03:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6149,02:00,03:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,54.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6150,03:00,04:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6151,03:00,04:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,69.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6152,04:00,05:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6153,04:00,05:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,73.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6154,05:00,06:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6155,05:00,06:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,89.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6156,06:00,07:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6157,06:00,07:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,111.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6158,07:00,08:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6159,07:00,08:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,87.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6160,08:00,09:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6161,08:00,09:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,2.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6162,09:00,10:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,21.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6163,09:00,10:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6164,10:00,11:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,54.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6165,10:00,11:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6166,11:00,12:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,93.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6167,11:00,12:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6168,12:00,13:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,86.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6169,12:00,13:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6170,13:00,14:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,79.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6171,13:00,14:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6172,14:00,15:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,81.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6173,14:00,15:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6174,15:00,16:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,75.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6175,15:00,16:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6176,16:00,17:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,117.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6177,16:00,17:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6178,17:00,18:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,134.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6179,17:00,18:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6180,18:00,19:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,127.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6181,18:00,19:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6182,19:00,20:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,111.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6183,19:00,20:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6184,20:00,21:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,92.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6185,20:00,21:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6186,21:00,22:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,44.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6187,21:00,22:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6188,22:00,23:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,44.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6189,22:00,23:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6190,23:00,00:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,35.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
6191,23:00,00:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
6192,00:00,01:00,North Macedonia (MK),Kosovo (XK),North Macedonia ,MK,Kosovo ,XK,114.0,26,2,"rgba(127, 127, 127, 0.8)",,"[41.83333333, 22]","[42.666667, 21.166667]",MKD,UNK
6193,00:00,01:00,Kosovo (XK),North Macedonia (MK),Kosovo ,XK,North Macedonia ,MK,0.0,2,26,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41.83333333, 22]",UNK,MKD
6194,01:00,02:00,North Macedonia (MK),Kosovo (XK),North Macedonia ,MK,Kosovo ,XK,36.0,26,2,"rgba(127, 127, 127, 0.8)",,"[41.83333333, 22]","[42.666667, 21.166667]",MKD,UNK
6195,01:00,02:00,Kosovo (XK),North Macedonia (MK),Kosovo ,XK,North Macedonia ,MK,0.0,2,26,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41.83333333, 22]",UNK,MKD
6196,02:00,03:00,North Macedonia (MK),Kosovo (XK),North Macedonia ,MK,Kosovo ,XK,0.0,26,2,"rgba(127, 127, 127, 0.8)",,"[41.83333333, 22]","[42.666667, 21.166667]",MKD,UNK
6197,02:00,03:00,Kosovo (XK),North Macedonia (MK),Kosovo ,XK,North Macedonia ,MK,39.0,2,26,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41.83333333, 22]",UNK,MKD
